x	y
9.777	9.956e-9
9.789	8.263e-9
9.886	5.569e-9
9.970	3.819e-9
10.088	2.536e-9
10.447	5.164e-10
10.775	2.286e-10
11.110	1.196e-10
11.560	7.381e-11
12.190	5.035e-11
12.936	6.301e-11
14.126	5.219e-11
15.454	5.278e-11
16.658	6.410e-11
17.723	5.781e-11
18.900	6.839e-11
19.586	6.112e-11
21.098	6.679e-11
22.451	6.729e-11
23.963	6.717e-11
25.322	6.321e-11
26.631	6.993e-11
27.879	7.035e-11
29.316	7.144e-11
29.946	7.422e-11
64.000	7.422e-11
